material_id,formula,ordering,band_gap,density,nsites,formation_energy_per_atom,total_magnetization,magnetization_per_fu,n_elements,spacegroup,crystal_system
mp-849346,Li2MnSiO4,FM,2.8527,2.800237644044182,64,-2.635526660887212,40.0017238,5.000215475,4,Pca2_1,Orthorhombic
mp-1189461,Ho2Co3Ge5,FM,0.0,8.88412260515737,20,-0.567817812999998,1.0260628,0.5130314,3,C2/c,Monoclinic
mp-758653,Li4Ti3Cr3(SbO8)2,FM,0.0,4.3501033407974194,28,-2.607652307619047,8.0054993,8.0054993,5,Cm,Monoclinic
mp-2228951,Mg(WO3)4,FM,0.19110000000000002,6.85454048835666,17,-2.204790990294117,2.000017,2.000017,3,P1,Triclinic
mp-26248,Li4Cu(PO4)2,FM,0.0,2.804187500257738,30,-2.458453795841269,2.0000561,1.00002805,4,P1,Triclinic
mp-754872,Mn6O5F7,FM,0.0,4.170827389394603,18,-2.4408804537547892,25.004807,25.004807,3,C2,Monoclinic
mp-1173376,Sr12Y4Fe8Co8O43,FM,0.0,5.206734463968741,75,-2.033780191933333,63.9994099,63.9994099,5,Pm,Monoclinic
mp-1198395,KTeIO9,FM,0.045399999999999004,3.40150499154905,48,-0.559812701368056,23.9998885,5.999972125,4,Pna2_1,Orthorhombic
mp-1194100,Mn3O4,FM,0.0,3.683272828814417,28,-1.827730125541872,51.9992221,12.999805525,2,Cmcm,Orthorhombic
mp-781682,LiMn3(BO3)3,FM,0.1753,3.100527402843465,32,-2.401182912164152,26.0000519,13.00002595,4,P-1,Triclinic
mp-734298,Sr2Mg2V3O14,FM,0.763799999999999,3.406191149871916,84,-2.108196404404762,12.0010361,3.000259025,4,P2_1/c,Monoclinic
mp-1220261,NdCoSbPbO6,FM,1.2922,7.897207308654022,20,-2.11128433225,1.999260399999999,0.999630199999999,5,Pc,Monoclinic
mp-1226210,CrFe3As2,FM,0.0,7.534180684546898,6,-0.027792274166666003,8.2786243,8.2786243,3,P-4m2,Tetragonal
mp-1210788,Mn2Tl2(SO4)3,FM,4.3732,4.788223378934022,76,-1.925438820790987,40.0000001,10.000000025,4,P2_13,Cubic
mp-1229320,Bi26Mo10O69,FM,1.553599999999999,7.09561704840281,105,-1.643345995285715,1.2913683,1.2913683,3,P1,Triclinic
mp-1176488,Mn2HgO4,FM,0.5427999999999991,7.228237885679817,14,-1.611381873337439,15.9999997,7.99999985,3,I4_1/amd,Tetragonal
mp-695967,Ag3P6H12N3O19,FM,0.8478,2.992956115798695,86,-1.578763691810631,4.0951638,2.0475819,5,R-3,Trigonal
mp-2239855,Sr2MgZrMnO6,FM,0.5562,4.383397227158233,11,-2.783434318448276,5.0023043,5.0023043,5,Immm,Orthorhombic
mp-1343485,HoV2O6,FM,0.8904999999999991,5.648967977964941,18,-2.8007913761111123,2.0010989,1.00054945,3,Pc,Monoclinic
mp-1197531,Cd2Se3N2O15,FM,0.0,3.29240630268642,44,-0.455405952592329,12.0039063,6.00195315,4,P2_1/m,Monoclinic
mp-760282,Li2VOF4,FM,2.2276,2.98780863852128,16,-3.027054184583333,2.0002365,1.00011825,4,Cc,Monoclinic
mp-767907,Li4Ti4V4NiO18,FM,1.206099999999999,3.808764556756674,62,-2.738276737150537,16.0004787,8.00023935,5,Pbam,Orthorhombic
mp-1034024,Mg14TiBO16,FM,0.11050000000000001,3.485402986857895,32,-2.770879704765624,1.097299899999999,1.097299899999999,4,P4/mmm,Tetragonal
mp-1036975,Mg30NbCoO32,FM,0.0,3.696618723481348,64,-2.916148088125,4.0009999,4.0009999,4,P4/mmm,Tetragonal
mp-761235,LiFe4(BO3)4,FM,0.0,3.178182920461557,42,-2.229510008809524,38.0000195,19.00000975,4,P1,Triclinic
mp-1522166,SrEuYWO6,FM,0.0,6.816456928128212,10,-2.993868995500001,8.0000002,8.0000002,5,F-43m,Cubic
mp-778556,Li3MnV(PO4)3,FM,0.385999999999999,3.165617632947955,80,-2.6122459685929798,23.9999749,5.999993725,5,P1,Triclinic
mp-1214547,BaMnVF7,FM,2.0544000000000002,4.406190878132368,40,-3.389327137793104,27.9996592,6.9999148,4,C2/c,Monoclinic
mp-631635,TaCoSn2,FM,0.0,10.428379731449557,4,0.599312998166666,1.9837173,1.9837173,3,F-43m,Cubic
mp-1095879,ScFeRh2,FM,0.0,0.6236179120628871,4,2.32885932875,4.5491911,4.5491911,3,Immm,Orthorhombic
mp-1046491,Ba2Mg2Tl2Co3O10,FM,0.0,6.577624523801146,19,-1.818241595087721,8.3554501,8.3554501,5,P1,Triclinic
mp-862865,PaZn3,FM,0.0,9.644801052942539,8,-0.053179781249998004,1.1814278,0.5907139,2,P6_3/mmc,Hexagonal
mp-2233438,MgMn3TeO8,FM,0.5172,4.426095119034357,13,-1.850292819650751,11.0000001,11.0000001,4,C2/m,Monoclinic
mp-752571,Li5Co7O3F13,FM,1.7937999999999992,3.839356486595052,28,-2.297057254166666,21.0017406,21.0017406,4,P1,Triclinic
mp-1045062,Zn2MoWO6,FM,0.0,7.09646294028641,10,-1.88701001,4.0,4.0,4,R3,Trigonal
mp-764900,VOF,FM,1.344799999999999,4.347299804964311,18,-2.852374580833333,12.0000002,2.000000033333333,3,P2_1,Monoclinic
mp-780414,Na6Mn2B4PO16,FM,0.0,2.827370568831791,58,-2.372086030705083,9.9995822,4.9997910999999995,5,Fd-3,Cubic
mp-1233717,K4MgV6O16,FM,0.7402000000000001,2.750853459239409,27,-2.41409972311111,3.9595491,3.9595491,4,P1,Triclinic
mp-1017484,LaMg6Nb,FM,0.0,3.312514045267343,16,0.217015808749999,1.2290571,0.6145285500000001,3,Amm2,Orthorhombic
mp-766700,Li12CrCo3P4(CO7)4,FM,1.2044,2.831355833867246,52,-2.3152753484340662,12.9994781,12.9994781,6,Pm,Monoclinic
mp-1224592,GdZnGe,FM,0.0,7.565063901181713,3,-0.6461022416666661,7.2410043,7.2410043,3,P-6m2,Hexagonal
mp-611836,O2,FM,1.314299999999999,1.536783825475841,2,0.009970109999999002,2.0000002,2.0000002,1,C2/m,Monoclinic
mp-1191383,Dy2Mn3Cu9P7,FM,0.0,7.285887844309945,21,-0.41852616093459005,10.360967,10.360967,4,P-6,Hexagonal
mp-1372141,Ca2FeSbO6,FM,1.495299999999999,4.840158526758961,20,-2.5187635740000003,9.9991912,4.9995956,4,P2_1/m,Monoclinic
mp-777687,Fe5(OF4)2,FM,0.1335,4.149097949264425,30,-2.324797602000001,43.999617,21.9998085,3,P1,Triclinic
mp-1247217,YMg2Mo3S8,FM,0.0,3.729030605371497,14,-1.175304394999999,8.8730156,8.8730156,4,R-3m,Trigonal
mp-776433,LiV4O5F7,FM,1.288,3.366456191287147,17,-2.796198454901961,4.0063835,4.0063835,4,P1,Triclinic
mp-1174450,Li4MnCo2O7,FM,0.8820000000000001,4.10905042484495,28,-1.843300165447455,22.0002989,11.00014945,4,P-1,Triclinic
mp-1021358,LiMg6Ti,FM,0.0,1.925665064406983,16,0.13630672666666602,3.8621173,1.93105865,3,Amm2,Orthorhombic
mp-572871,V2CoO6,FM,1.6803,4.11266757838098,27,-2.10132151037037,8.9998781,2.9999593666666673,3,P-1,Triclinic
mp-1204798,Ba3Al2O12,FM,0.8126000000000001,2.981986830189656,68,-1.777754299558823,47.9884181,11.997104525,3,Ia-3d,Cubic
mp-1519364,Ba2CeBiO6,FM,0.0,6.77259237450257,10,-2.86405742,0.2077213,0.2077213,4,Fm-3m,Cubic
mp-1273133,Mn7PbO12,FM,0.0,6.032629468779926,40,-1.892350441025862,54.0001244,27.0000622,3,P2/c,Monoclinic
mp-1178023,Li2CrNiO4,FM,0.0,4.346877866370996,8,-1.961803878333333,4.0018006,4.0018006,4,P2/m,Monoclinic
mp-1226603,CeGa3Ni,FM,0.0,7.490164657485351,5,-0.642557031999996,0.8277416,0.8277416,3,I4mm,Tetragonal
mp-1043634,CaMn(Si2O5)2,FM,2.789999999999999,2.786862106923681,64,-3.145299489401941,20.1543051,5.038576275,4,P4/ncc,Tetragonal
mp-1375686,CaVAsO5,FM,1.3158,3.9242250892488,32,-2.483240219374999,7.99965,1.9999125,4,P2_1,Monoclinic
mp-978291,Mg3Pa,FM,0.0,5.264814109860884,4,0.351506697500003,1.0446051,1.0446051,2,Fm-3m,Cubic
mp-1111936,K2HgPdF6,FM,0.0,4.626357650351459,10,-2.1286028987,1.8228404,1.8228404,4,Fm-3m,Cubic
mp-779879,MnH6(S2O9)2,FM,0.292799999999999,2.014988990559109,116,-1.477371824842449,19.1715336,4.7928834,4,Pccn,Orthorhombic
mp-556836,Na2EuC(OF)3,FM,0.0246,3.9352412924822042,80,-2.836207078775864,48.0198427,6.0024803375,5,Pbca,Orthorhombic
mp-1223600,KBa2SmBi2O9,FM,0.0,5.450890235574342,15,-1.632456313150001,3.9998887,3.9998887,5,P-3m1,Trigonal
mp-2767267,MnPO4,FM,0.9867,3.804124037517398,12,-2.443718203762317,7.9999994,3.9999997,3,C2/c,Monoclinic
mp-27818,MnSO3,FM,4.1546,3.163607538351383,40,-1.872217544586206,40.0028064,5.0003508,3,P2_1/c,Monoclinic
mp-1179981,PdRhN5Cl5O,FM,0.0,2.298997246068705,52,0.667164246730769,7.999993499999999,1.999998375,5,P2_1/c,Monoclinic
mp-1101382,ScCrO4,FM,0.26570000000000005,3.687773685384773,12,-2.625668044999999,2.000215,1.0001075,3,Imma,Orthorhombic
mp-1065204,CrAgS2,FM,0.0,5.084103264003739,4,-0.5291175691666651,2.9886863,2.9886863,3,R3m,Trigonal
mp-554531,Li11La12Fe3O28,FM,0.09819999999999901,5.875654630027227,108,-3.027454034567901,29.9992791,14.99963955,4,P4/mbm,Tetragonal
mp-685615,Na11N7O16,FM,0.0,2.18230537428083,34,-0.6083540358874241,5.3263966,5.3263966,3,P1,Triclinic
mp-1225303,KFe8P8H16N7(O4F)8,FM,1.1171,2.730684854980542,80,-1.741209546867411,46.0002267,46.0002267,7,P1,Triclinic
mp-759504,Fe10O11,FM,1.308599999999999,5.43302180732747,21,-1.479269533571429,41.9999607,41.9999607,2,P-1,Triclinic
mp-759857,Cr3(OF)2,FM,1.5788,3.930054902309193,56,-2.214306924642856,96.0011317,12.0001414625,3,P2_1/c,Monoclinic
mp-1185976,MnAl2Tc,FM,0.0,6.2250542934454565,4,-0.31610740323275904,3.319499,3.319499,3,Fm-3m,Cubic
mp-1184769,HoErIr2,FM,0.0,15.358090622150266,4,-0.881985658749998,0.2014505,0.2014505,3,Fm-3m,Cubic
